Record_ID,Date,Region,Office,User_ID,Role,Tenure_Months,Project_ID,Industry,Asset_ID,Asset_Type,Pillar,Action,AI_Recommended,Network_Stable,Time_to_Find_Min,Duplicate_Upload_Flag,Tags_Quality_Score,Content_Age_Months,Outdated_Content_Flag,GDPR_Flag,Contribution_Points,Onboarding_Time_Weeks,Post_DKN_Flag
536,17/08/2024,Europe,Copenhagen,U0014,Manager,6,P006,Logistics,A0199,Client Deliverable,Centralisation,upload,0,1,,0,77,10,0,1,8,,
537,24/11/2024,Asia,Tokyo,U0045,Manager,21,P015,Renewable Energy,A0155,Framework,Collaboration,upload,0,0,,1,72,22,1,0,8,,
538,19/03/2023,Asia,Tokyo,U0070,Senior Consultant,20,P054,Logistics,A0215,Framework,Personalisation,view,1,1,18,,,11,0,0,1,,
539,26/06/2022,Europe,Copenhagen,U0018,Consultant,23,P058,Logistics,A0204,Client Deliverable,Personalisation,view,0,1,30,,,0,0,0,1,,
540,20/03/2023,North America,New York,U0140,Senior Consultant,33,P022,Logistics,A0105,Template,Centralisation,validate,0,1,,,37,0,0,0,5,,
541,27/11/2022,North America,Toronto,U0105,Senior Consultant,31,P023,Renewable Energy,A0159,Training Material,Centralisation,view,0,1,18,,,7,0,0,1,,
542,19/10/2022,North America,Austin,U0050,Manager,25,P038,Renewable Energy,A0081,Code Snippet,Centralisation,upload,0,1,,0,57,0,0,0,8,,
543,22/09/2024,North America,Austin,U0122,Manager,11,P018,Logistics,A0121,Client Deliverable,Personalisation,view,0,1,14,,,29,1,0,1,,
544,23/04/2023,Europe,Berlin,U0019,Junior Consultant,7,P023,Renewable Energy,A0180,Template,Centralisation,view,0,1,15,,,0,0,0,1,,
545,19/11/2023,Europe,London,U0091,Junior Consultant,43,P046,Logistics,A0177,Training Material,Personalisation,tag_fix,0,1,,,66,9,0,0,4,,
546,14/01/2022,Europe,London,U0011,Consultant,40,P055,Renewable Energy,A0201,Code Snippet,Centralisation,view,0,1,29,,,0,0,0,1,,
547,02/04/2024,South America,São Paulo,U0111,Consultant,24,P040,Smart Manufacturing,A0077,Code Snippet,Collaboration,upload,1,1,,0,65,0,0,0,8,,
548,27/03/2024,Asia,Jakarta,U0084,Senior Consultant,4,P038,Renewable Energy,A0147,Template,Centralisation,view,0,0,21,,,13,0,0,1,,
549,04/04/2024,North America,New York,U0047,Manager,14,P019,Logistics,A0030,Best Practice,Collaboration,upload,0,0,,0,84,17,0,0,8,,
550,17/07/2023,Asia,Singapore,U0094,Senior Consultant,8,P034,Logistics,A0006,Code Snippet,Personalisation,view,0,1,15,,,0,0,0,1,,
551,03/09/2024,Europe,Copenhagen,U0030,Knowledge Champion,22,P022,Logistics,A0066,Training Material,Personalisation,view,1,1,9,,,11,0,0,1,,
552,29/01/2024,North America,Toronto,U0100,Consultant,12,P005,Logistics,A0093,Template,Personalisation,validate,0,1,,,83,4,0,0,5,,
553,13/08/2023,North America,Austin,U0127,Knowledge Champion,14,P011,Renewable Energy,A0177,Training Material,Centralisation,view,0,1,12,,,6,0,0,1,,
554,15/10/2022,Europe,Copenhagen,U0038,Junior Consultant,7,P020,Renewable Energy,A0059,Best Practice,Personalisation,view,0,1,23,,,3,0,0,1,,
555,08/08/2022,North America,Toronto,U0037,Junior Consultant,14,P036,Renewable Energy,A0142,Template,Centralisation,comment,0,1,,,,2,0,0,2,,
556,31/01/2023,Europe,London,U0011,Consultant,40,P048,Logistics,A0128,Framework,Centralisation,tag_fix,0,1,,,70,0,0,0,4,,
557,03/01/2023,Asia,Jakarta,U0033,Consultant,13,P020,Renewable Energy,A0010,Client Deliverable,Centralisation,upload,0,1,,0,41,0,0,0,8,,
558,06/08/2024,North America,Toronto,U0042,Junior Consultant,25,P007,Smart Manufacturing,A0047,Training Material,Centralisation,view,1,0,21,,,17,0,0,1,,
559,05/09/2022,Asia,Singapore,U0112,Consultant,28,P021,Renewable Energy,A0101,Framework,Personalisation,view,1,1,18,,,0,0,0,1,,
560,25/12/2022,Southeast Asia,Manila,U0043,Senior Consultant,15,P012,Smart Manufacturing,A0039,Client Deliverable,Personalisation,validate,0,1,,,63,0,0,0,5,,
561,01/07/2024,Europe,London,U0136,Consultant,12,P040,Smart Manufacturing,A0175,Framework,Collaboration,comment,0,1,,,,19,1,0,2,,
562,29/01/2022,Europe,London,U0116,Consultant,20,P029,Logistics,A0006,Code Snippet,Centralisation,view,0,1,21,,,0,0,0,1,,
563,09/04/2022,North America,Vancouver,U0133,Knowledge Champion,12,P010,Smart Manufacturing,A0128,Framework,Centralisation,upload,0,1,,1,61,0,0,0,8,,
564,20/11/2024,Europe,Madrid,U0002,Consultant,12,P055,Renewable Energy,A0205,Template,Collaboration,view,1,1,10,,,9,0,0,1,,
565,17/04/2024,North America,New York,U0086,Junior Consultant,41,P031,Logistics,A0149,Training Material,Personalisation,comment,1,1,,,,0,0,0,2,,
566,05/07/2023,Europe,Berlin,U0055,Consultant,21,P051,Smart Manufacturing,A0171,Framework,Collaboration,validate,0,0,,,57,0,0,0,5,,
567,14/10/2023,Asia,Tokyo,U0068,Junior Consultant,26,P052,Logistics,A0157,Framework,Personalisation,view,0,1,13,,,0,0,0,1,,
568,19/06/2022,Asia,Singapore,U0126,Consultant,15,P060,Smart Manufacturing,A0213,Training Material,Centralisation,validate,0,1,,,54,0,0,0,5,,
569,28/04/2024,Europe,Copenhagen,U0076,Consultant,6,P038,Renewable Energy,A0130,Code Snippet,Collaboration,view,0,1,18,,,3,0,0,1,,
570,30/07/2022,North America,Vancouver,U0097,Consultant,28,P018,Logistics,A0030,Best Practice,Personalisation,view,0,1,20,,,0,0,0,1,,
571,16/06/2022,South America,São Paulo,U0115,Senior Consultant,6,P042,Logistics,A0095,Training Material,Personalisation,upload,0,1,,1,69,0,0,0,8,,
572,24/07/2023,Asia,Jakarta,U0095,Knowledge Champion,10,P014,Smart Manufacturing,A0131,Template,Collaboration,comment,0,1,,,,3,0,0,2,,
573,23/07/2023,North America,New York,U0117,Senior Consultant,26,P042,Logistics,A0082,Training Material,Collaboration,view,1,1,15,,,8,0,0,1,,
574,24/10/2022,Europe,Copenhagen,U0076,Consultant,6,P004,Logistics,A0155,Framework,Personalisation,comment,0,1,,,,0,0,0,2,,
575,11/02/2024,Southeast Asia,Manila,U0064,Junior Consultant,13,P017,Renewable Energy,A0209,Code Snippet,Personalisation,view,1,0,14,,,0,0,0,1,,
576,12/03/2022,North America,Toronto,U0056,Senior Consultant,6,P030,Renewable Energy,A0154,Code Snippet,Collaboration,view,0,1,25,,,0,0,0,1,,
577,15/01/2023,Europe,Berlin,U0035,Consultant,13,P042,Logistics,A0209,Code Snippet,Personalisation,validate,0,1,,,77,0,0,0,5,,
578,18/06/2023,Europe,Copenhagen,U0087,Consultant,5,P011,Renewable Energy,A0042,Framework,Centralisation,comment,1,1,,,,16,0,0,2,,
579,16/06/2023,Asia,Singapore,U0016,Junior Consultant,13,P015,Renewable Energy,A0042,Framework,Personalisation,comment,0,0,,,,16,0,0,2,,
580,24/02/2024,Europe,London,U0137,Consultant,20,P040,Smart Manufacturing,A0219,Best Practice,Centralisation,comment,1,1,,,,21,1,0,2,,
581,03/10/2023,Asia,Singapore,U0016,Junior Consultant,13,P048,Logistics,A0099,Best Practice,Personalisation,view,0,1,12,,,14,0,0,1,,
582,15/06/2023,North America,Toronto,U0042,Junior Consultant,25,P034,Logistics,A0176,Client Deliverable,Centralisation,upload,0,1,,0,48,0,0,0,8,,
583,03/07/2023,Asia,Jakarta,U0095,Knowledge Champion,10,P007,Smart Manufacturing,A0142,Template,Collaboration,view,1,1,12,,,13,0,0,1,,
584,15/07/2022,Asia,Jakarta,U0095,Knowledge Champion,10,P025,Renewable Energy,A0029,Training Material,Centralisation,comment,0,1,,,,0,0,0,2,,
585,28/02/2024,South America,São Paulo,U0046,Senior Consultant,9,P021,Renewable Energy,A0198,Client Deliverable,Centralisation,upload,0,0,,0,71,1,0,0,8,,
586,13/01/2024,Asia,Jakarta,U0124,Junior Consultant,19,P060,Smart Manufacturing,A0163,Training Material,Collaboration,view,1,1,14,,,10,0,0,1,,
587,21/01/2023,Europe,Copenhagen,U0049,Consultant,23,P020,Renewable Energy,A0076,Training Material,Centralisation,comment,1,0,,,,0,0,0,2,,
588,21/01/2022,Asia,Bangalore,U0054,Consultant,12,P036,Renewable Energy,A0019,Training Material,Personalisation,view,0,1,29,,,0,0,0,1,,
589,15/08/2022,Europe,Copenhagen,U0074,Consultant,19,P060,Smart Manufacturing,A0026,Best Practice,Collaboration,comment,1,1,,,,0,0,0,2,,
590,11/04/2022,Europe,Copenhagen,U0110,Junior Consultant,4,P006,Logistics,A0072,Training Material,Personalisation,view,0,1,14,,,0,0,0,1,,
591,27/12/2024,North America,New York,U0047,Manager,14,P001,Smart Manufacturing,A0147,Template,Centralisation,view,1,1,10,,,23,1,0,1,,
592,07/09/2022,North America,Toronto,U0069,Manager,28,P038,Renewable Energy,A0190,Template,Centralisation,view,0,0,29,,,2,0,0,1,,
593,25/02/2022,Europe,Copenhagen,U0018,Consultant,23,P039,Renewable Energy,A0213,Training Material,Personalisation,view,0,1,27,,,0,0,0,1,,
594,19/11/2024,Europe,Copenhagen,U0038,Junior Consultant,7,P028,Logistics,A0094,Training Material,Centralisation,tag_fix,0,1,,,76,26,1,0,4,,
595,24/12/2024,North America,Toronto,U0099,Manager,23,P011,Renewable Energy,A0096,Training Material,Personalisation,view,0,1,10,,,0,0,0,1,,
596,07/06/2023,North America,New York,U0140,Senior Consultant,33,P010,Smart Manufacturing,A0042,Framework,Centralisation,upload,0,1,,1,73,16,0,0,8,,
597,16/07/2022,Southeast Asia,Ho Chi Minh City,U0128,Consultant,8,P027,Renewable Energy,A0119,Framework,Centralisation,view,0,1,24,,,0,0,0,1,,
598,30/04/2023,Europe,Madrid,U0002,Consultant,12,P016,Logistics,A0211,Best Practice,Collaboration,view,0,1,19,,,14,0,0,1,,
599,29/05/2024,North America,New York,U0086,Junior Consultant,41,P031,Logistics,A0196,Template,Collaboration,upload,1,0,,0,68,15,0,0,8,,
600,19/03/2022,North America,New York,U0047,Manager,14,P013,Logistics,A0018,Best Practice,Collaboration,view,0,1,19,,,0,0,0,1,,
601,11/06/2022,Europe,London,U0109,Consultant,47,P049,Logistics,A0079,Code Snippet,Collaboration,upload,0,1,,0,55,0,0,1,8,,
602,03/06/2024,Asia,Jakarta,U0084,Senior Consultant,4,P060,Smart Manufacturing,A0028,Framework,Personalisation,view,1,1,9,,,0,0,0,1,,
603,08/09/2022,Europe,Madrid,U0041,Junior Consultant,20,P053,Renewable Energy,A0161,Code Snippet,Centralisation,validate,0,1,,,58,0,0,0,5,,
604,08/04/2022,North America,Austin,U0027,Consultant,18,P034,Logistics,A0191,Framework,Centralisation,validate,0,1,,,56,0,0,0,5,,
605,14/04/2023,Asia,Bangalore,U0054,Consultant,12,P028,Logistics,A0067,Code Snippet,Centralisation,view,1,1,5,,,14,0,0,1,,
606,02/04/2023,Southeast Asia,Manila,U0102,Consultant,18,P007,Smart Manufacturing,A0051,Training Material,Personalisation,view,0,0,23,,,10,0,0,1,,
607,24/05/2023,North America,Toronto,U0069,Manager,28,P043,Logistics,A0172,Template,Centralisation,view,0,1,15,,,0,0,0,1,,
608,22/05/2022,Asia,Tokyo,U0040,Senior Consultant,36,P006,Logistics,A0019,Training Material,Centralisation,upload,0,1,,0,76,0,0,0,8,,
609,27/09/2024,North America,New York,U0065,Consultant,13,P013,Logistics,A0026,Best Practice,Personalisation,view,1,1,15,,,2,0,0,1,,
610,27/08/2024,Asia,Jakarta,U0033,Consultant,13,P010,Smart Manufacturing,A0018,Best Practice,Centralisation,view,0,1,14,,,24,1,0,1,,
611,03/04/2022,Europe,Copenhagen,U0020,Consultant,36,P008,Renewable Energy,A0206,Code Snippet,Centralisation,view,0,1,18,,,0,0,0,1,,
612,14/12/2023,North America,Toronto,U0044,Manager,4,P045,Logistics,A0213,Training Material,Collaboration,view,0,1,19,,,6,0,0,1,,
613,15/06/2024,South America,São Paulo,U0046,Senior Consultant,9,P001,Smart Manufacturing,A0034,Training Material,Collaboration,upload,0,1,,0,70,17,0,0,8,,
614,28/08/2022,Europe,Copenhagen,U0030,Knowledge Champion,22,P052,Logistics,A0098,Best Practice,Centralisation,upload,0,1,,0,62,0,0,1,8,,
615,19/09/2023,Asia,Jakarta,U0082,Consultant,10,P055,Renewable Energy,A0192,Template,Collaboration,validate,0,1,,,57,15,0,0,5,,
616,27/12/2024,North America,Austin,U0051,Knowledge Champion,11,P020,Renewable Energy,A0133,Client Deliverable,Collaboration,view,1,1,13,,,34,1,0,1,,
617,01/04/2023,Southeast Asia,Ho Chi Minh City,U0072,Senior Consultant,13,P043,Logistics,A0129,Best Practice,Centralisation,upload,0,1,,1,64,0,0,0,8,,
618,01/09/2022,South America,São Paulo,U0115,Senior Consultant,6,P050,Renewable Energy,A0096,Training Material,Centralisation,view,0,1,22,,,0,0,0,1,,
619,08/02/2024,North America,New York,U0140,Senior Consultant,33,P019,Logistics,A0076,Training Material,Collaboration,view,0,1,18,,,0,0,0,1,,
620,13/03/2023,Europe,London,U0116,Consultant,20,P056,Renewable Energy,A0092,Template,Personalisation,view,0,1,7,,,12,0,0,1,,
621,01/03/2023,Southeast Asia,Manila,U0060,Consultant,12,P051,Smart Manufacturing,A0111,Code Snippet,Collaboration,view,0,1,12,,,0,0,0,1,,
622,13/07/2023,Asia,Singapore,U0016,Junior Consultant,13,P022,Logistics,A0093,Template,Personalisation,view,0,1,10,,,0,0,0,1,,
623,18/09/2023,North America,Vancouver,U0059,Senior Consultant,41,P022,Logistics,A0087,Training Material,Collaboration,view,1,1,12,,,15,0,0,1,,
624,29/07/2022,Asia,Jakarta,U0095,Knowledge Champion,10,P013,Logistics,A0070,Template,Centralisation,tag_fix,0,1,,,54,0,0,0,4,,
625,26/11/2023,Asia,Bangalore,U0108,Consultant,3,P056,Renewable Energy,A0113,Training Material,Centralisation,view,0,1,8,,,6,0,0,1,,
626,20/11/2022,Europe,London,U0091,Junior Consultant,43,P018,Logistics,A0016,Framework,Collaboration,comment,0,1,,,,0,0,0,2,,
627,21/04/2022,Europe,Copenhagen,U0110,Junior Consultant,4,P028,Logistics,A0050,Best Practice,Collaboration,upload,0,1,,1,51,0,0,1,8,,
628,11/11/2024,Southeast Asia,Manila,U0102,Consultant,18,P039,Renewable Energy,A0066,Training Material,Centralisation,comment,0,0,,,,13,0,0,2,,
629,01/02/2024,Europe,Copenhagen,U0030,Knowledge Champion,22,P049,Logistics,A0083,Template,Collaboration,view,1,1,10,,,15,0,0,1,,
630,11/02/2022,Southeast Asia,Manila,U0060,Consultant,12,P019,Logistics,A0026,Best Practice,Collaboration,view,0,1,27,,,0,0,0,1,,
631,22/10/2023,North America,Vancouver,U0032,Senior Consultant,32,P003,Renewable Energy,A0147,Template,Personalisation,view,0,1,8,,,8,0,0,1,,
632,08/09/2022,North America,Toronto,U0061,Consultant,30,P014,Smart Manufacturing,A0113,Training Material,Personalisation,view,0,1,18,,,0,0,0,1,,
633,26/08/2022,Asia,Tokyo,U0085,Senior Consultant,30,P026,Smart Manufacturing,A0062,Training Material,Personalisation,view,0,1,29,,,0,0,0,1,,
634,19/03/2022,Europe,London,U0134,Junior Consultant,21,P051,Smart Manufacturing,A0141,Template,Centralisation,validate,0,1,,,51,0,0,0,5,,
635,08/09/2024,North America,Austin,U0120,Senior Consultant,22,P001,Smart Manufacturing,A0014,Training Material,Personalisation,view,1,1,6,,,16,0,0,1,,
636,19/08/2024,North America,Toronto,U0100,Consultant,12,P011,Renewable Energy,A0205,Template,Collaboration,comment,0,1,,,,6,0,0,2,,
637,06/07/2022,North America,Austin,U0080,Senior Consultant,12,P030,Renewable Energy,A0055,Framework,Centralisation,view,0,1,28,,,0,0,0,1,,
638,10/01/2022,South America,São Paulo,U0111,Consultant,24,P027,Renewable Energy,A0130,Code Snippet,Collaboration,view,0,1,27,,,0,0,0,1,,
639,13/12/2022,Europe,Berlin,U0026,Manager,12,P033,Logistics,A0136,Best Practice,Centralisation,view,0,1,17,,,0,0,0,1,,
640,04/03/2024,South America,Buenos Aires,U0092,Senior Consultant,22,P055,Renewable Energy,A0086,Training Material,Personalisation,view,0,0,20,,,0,0,0,1,,
641,27/01/2024,Europe,Copenhagen,U0030,Knowledge Champion,22,P024,Renewable Energy,A0169,Framework,Personalisation,comment,0,1,,,,12,0,0,2,,
642,22/08/2022,Europe,Copenhagen,U0087,Consultant,5,P011,Renewable Energy,A0107,Framework,Collaboration,upload,0,1,,1,48,7,0,0,8,,
643,09/02/2023,Europe,London,U0137,Consultant,20,P029,Logistics,A0093,Template,Centralisation,view,0,1,18,,,0,0,0,1,,
644,07/02/2024,Europe,Copenhagen,U0015,Consultant,30,P002,Renewable Energy,A0097,Template,Collaboration,view,0,1,9,,,0,0,0,1,,
645,14/10/2024,North America,New York,U0140,Senior Consultant,33,P031,Logistics,A0206,Code Snippet,Centralisation,view,0,1,13,,,3,0,0,1,,
646,14/06/2023,Europe,Madrid,U0129,Consultant,17,P009,Smart Manufacturing,A0180,Template,Centralisation,view,1,1,1,,,0,0,0,1,,
647,30/12/2024,Europe,Berlin,U0035,Consultant,13,P046,Logistics,A0124,Code Snippet,Centralisation,validate,0,1,,,83,2,0,0,5,,
648,01/04/2023,North America,Vancouver,U0114,Consultant,6,P048,Logistics,A0213,Training Material,Centralisation,view,0,1,23,,,0,0,0,1,,
649,03/12/2022,Asia,Singapore,U0016,Junior Consultant,13,P042,Logistics,A0028,Framework,Personalisation,upload,0,1,,0,67,0,0,0,8,,
650,30/10/2022,North America,Toronto,U0069,Manager,28,P052,Logistics,A0217,Code Snippet,Collaboration,upload,0,0,,1,82,7,0,0,8,,
651,14/06/2023,North America,Toronto,NEW001,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
652,26/08/2022,North America,New York,NEW002,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,5,0
653,02/07/2023,North America,New York,NEW003,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
654,20/04/2023,Asia,Bangalore,NEW004,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
655,23/01/2024,North America,Toronto,NEW005,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,4,1
656,25/11/2022,Europe,Copenhagen,NEW006,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,6,0
657,02/04/2024,Asia,Bangalore,NEW007,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
658,26/07/2022,Europe,Copenhagen,NEW008,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,6,0
659,03/11/2022,Europe,Berlin,NEW009,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,5,0
660,22/01/2023,North America,Toronto,NEW010,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,4,1
661,22/09/2023,Europe,London,NEW011,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
662,26/08/2022,Europe,Berlin,NEW012,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,6,0
663,18/08/2024,Southeast Asia,Ho Chi Minh City,NEW013,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
664,12/03/2022,Asia,Singapore,NEW014,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,6,0
665,08/10/2023,North America,Vancouver,NEW015,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
666,21/11/2023,North America,Toronto,NEW016,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
667,16/11/2024,North America,Toronto,NEW017,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,4,1
668,21/04/2024,Europe,Madrid,NEW018,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
669,06/10/2024,North America,Vancouver,NEW019,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
670,19/09/2024,North America,Austin,NEW020,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
671,26/05/2023,Southeast Asia,Ho Chi Minh City,NEW021,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
672,06/09/2023,Asia,Bangalore,NEW022,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,5,1
673,21/07/2023,Europe,Berlin,NEW023,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
674,16/11/2023,Southeast Asia,Manila,NEW024,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
675,02/06/2022,Europe,London,NEW025,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,5,0
676,11/09/2022,North America,Toronto,NEW026,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,5,0
677,17/08/2024,Asia,Jakarta,NEW027,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
678,01/10/2024,Asia,Bangalore,NEW028,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
679,11/02/2024,Europe,Madrid,NEW029,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
680,17/11/2024,North America,Toronto,NEW030,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
681,01/03/2024,South America,São Paulo,NEW031,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
682,04/05/2023,Europe,Madrid,NEW032,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
683,10/02/2024,Southeast Asia,Ho Chi Minh City,NEW033,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
684,09/06/2024,Europe,Madrid,NEW034,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,4,1
685,10/01/2023,Europe,London,NEW035,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
686,13/03/2023,North America,Toronto,NEW036,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,4,1
687,04/05/2023,North America,Austin,NEW037,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
688,23/07/2023,Europe,London,NEW038,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,3,1
689,10/09/2022,Asia,Tokyo,NEW039,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,6,0
690,17/09/2023,Asia,Jakarta,NEW040,New Hire,0,,,,,Centralisation,onboarding,,,,,,,,,,2,1
